timestamp_ms,engine_rpm,throttle_pos_pct,engine_load_pct,vehicle_speed_kmh,current_gear,lean_angle_deg,longitudinal_accel_g,lateral_accel_g,road_incline_deg,tire_press_psi,tire_temp_c,suggested_shift_action,optimal_shift_rpm,rider_style_label,hazard_alert_flag
523800,4308.9,12.7,31.7,58.2,3,11.3,-0.01,0.16,1.1,31.2,35.7,0,4627.7,0,0
523900,3165.8,13.4,15.0,26.9,1,9.6,0.07,0.22,0.1,31.5,35.6,0,4383.1,0,0
524000,7324.4,71.8,60.0,145.0,6,13.6,0.42,0.23,-1.9,31.7,43.2,0,7836.0,2,0
524100,3051.7,10.4,24.2,41.2,3,4.7,-0.03,0.08,1.8,31.1,35.1,0,4569.9,0,0
524200,5288.6,52.7,50.0,71.4,3,14.6,0.26,0.22,3.1,31.1,39.2,0,6339.1,1,0
524300,6404.0,60.8,62.0,134.5,6,8.4,0.32,0.18,2.7,32.0,43.3,0,8064.3,2,0
524400,5555.3,38.4,39.7,61.1,2,4.6,0.19,0.1,-0.1,31.7,39.5,0,6070.3,1,0
524500,3303.4,45.3,40.2,36.3,2,7.8,0.26,0.13,1.4,31.5,38.7,0,6145.2,1,0
524600,4877.6,56.9,58.7,90.2,5,3.4,0.23,0.1,4.7,31.4,39.6,0,6515.5,1,0
524700,7597.9,52.4,62.2,83.6,2,23.4,0.21,0.33,3.2,32.0,42.8,0,8089.0,2,0
524800,6664.3,38.4,29.8,106.6,4,1.2,0.12,0.03,-1.5,31.6,38.6,1,5891.6,1,0
524900,6873.4,38.0,26.2,75.6,2,13.2,0.16,0.2,-5.9,31.5,38.7,1,5650.1,1,0
525000,4393.6,28.4,32.8,37.3,1,3.8,0.08,0.13,1.2,30.9,35.0,0,4650.1,0,0
525100,7260.8,67.2,64.9,98.0,3,32.8,0.26,0.52,2.5,31.7,43.2,0,8091.5,2,0
525200,4445.3,42.6,36.3,48.9,2,13.0,0.24,0.17,-2.2,31.6,41.0,0,5935.1,1,0
525300,4580.4,16.7,23.7,73.3,4,3.9,-0.02,0.06,0.5,31.4,35.1,1,4506.4,0,0
525400,8312.4,79.9,69.5,133.0,4,13.1,0.32,0.18,-0.2,31.8,43.5,1,8026.7,2,0
525500,5667.2,52.3,53.5,104.8,5,12.8,0.27,0.23,0.8,31.5,39.7,0,6275.7,1,0
525600,3150.6,23.2,29.2,50.4,4,7.7,0.08,0.14,-0.9,30.8,34.4,0,4512.0,0,0
525700,5520.7,27.3,38.9,60.7,2,9.0,0.05,0.12,3.7,31.4,39.6,0,6234.9,1,0
525800,4361.2,14.0,23.0,80.7,5,13.5,0.07,0.21,0.9,30.9,36.1,0,4515.4,0,0
525900,6958.9,75.0,56.9,111.3,4,21.7,0.36,0.32,-1.7,31.9,42.5,0,7806.8,2,0
526000,3748.3,37.7,43.7,60.0,4,13.0,0.17,0.22,2.8,31.0,35.6,0,4850.7,0,0
526100,7150.1,69.4,61.7,132.3,5,0.2,0.34,0.0,-2.7,31.9,43.0,0,7820.5,2,0
526200,5424.3,37.9,38.7,86.8,4,4.4,0.16,0.07,3.7,31.4,39.2,0,6231.1,1,0
526300,3758.1,16.2,22.3,50.7,3,16.9,0.02,0.29,3.0,31.0,35.6,0,4601.2,0,0
526400,5009.9,53.0,62.9,80.2,4,10.8,0.2,0.18,4.0,31.1,43.0,0,8133.5,2,0
526500,5750.9,53.7,44.5,63.3,2,7.1,0.28,0.11,0.1,31.6,38.9,0,6138.3,1,0
526600,3586.6,27.5,28.9,39.5,2,17.3,0.14,0.29,-0.7,31.0,34.8,0,4513.7,0,0
526700,6698.3,28.2,30.2,107.2,4,1.5,0.14,0.0,0.7,31.5,39.9,1,5995.0,1,0
526800,6023.9,60.4,61.6,66.3,2,6.0,0.25,0.09,0.3,32.2,43.6,0,7951.6,2,0
526900,2397.5,26.3,28.9,20.4,1,6.5,0.13,0.09,-1.1,30.8,34.2,0,4495.7,0,0
527000,3517.8,21.9,28.0,29.9,1,7.1,0.01,0.1,-0.9,31.4,36.2,0,4496.6,0,0
527100,3276.3,32.1,33.6,52.4,4,10.8,0.16,0.2,-0.4,30.8,35.8,0,4584.2,0,0
527200,3739.6,10.8,21.7,50.5,3,10.2,0.07,0.21,-2.4,31.3,34.3,0,4351.0,0,0
527300,4083.5,36.0,38.0,65.3,4,7.5,0.0,0.15,2.2,31.5,39.5,0,6154.6,1,0
527400,4879.8,32.3,36.2,65.9,3,10.8,0.19,0.21,0.4,31.4,38.1,0,6051.5,1,0
527500,4017.2,23.1,31.9,54.2,3,13.9,0.16,0.2,-0.3,31.1,35.2,0,4570.0,0,0
527600,4040.3,33.7,37.1,54.5,3,8.7,0.17,0.08,-2.3,31.0,35.1,0,4543.3,0,0
527700,3757.3,14.3,15.3,60.1,4,11.1,-0.05,0.19,-2.4,31.2,35.5,0,4275.7,0,0
527800,7401.3,58.0,55.0,99.9,3,10.5,0.27,0.15,5.3,31.7,43.9,0,8100.4,2,0
527900,4160.0,36.7,34.0,87.4,6,4.6,0.13,0.05,-1.1,31.0,35.3,0,4560.3,0,0
528000,7379.3,53.7,60.9,136.5,5,1.7,0.23,0.0,2.0,32.1,43.4,0,8022.0,2,0
528100,5584.3,49.6,45.8,103.3,5,10.4,0.25,0.13,0.9,31.2,39.3,0,6190.2,1,0
528200,3177.6,33.7,24.8,58.8,5,1.8,0.2,0.05,-6.4,30.9,34.6,0,4208.4,0,0
528300,5989.8,93.3,87.7,80.9,3,34.2,0.44,0.56,5.0,31.8,42.9,0,8476.8,2,0
528400,6836.8,27.5,34.3,92.3,3,10.5,0.1,0.13,2.2,31.2,40.1,1,6111.0,1,0
528500,5538.1,29.3,34.6,88.6,4,7.5,0.19,0.16,-1.4,31.7,38.9,0,5951.8,1,0
528600,5116.8,67.1,62.1,81.9,4,20.3,0.27,0.32,0.4,31.7,43.6,0,7964.7,2,0
528700,4216.4,24.1,32.0,78.0,5,10.6,0.03,0.2,-2.4,30.7,34.6,0,4477.2,0,0
528800,3658.2,33.9,48.5,58.5,4,3.8,0.11,0.03,5.1,30.8,34.8,0,5009.7,0,0
528900,5533.0,31.6,31.0,116.2,6,15.5,0.13,0.31,-1.8,31.4,39.3,0,5893.0,1,0
529000,4068.1,26.9,28.4,54.9,3,12.3,0.08,0.18,-0.8,31.2,35.3,0,4504.0,0,0
529100,3527.2,19.6,23.6,65.3,5,8.3,0.11,0.12,-1.3,30.9,34.7,0,4424.1,0,0
529200,2239.6,14.8,17.4,35.8,4,5.7,0.04,0.08,0.7,31.0,34.2,0,4440.5,0,0
529300,3193.5,32.4,37.1,51.1,4,0.3,0.17,0.0,3.9,31.2,35.9,0,4822.3,0,0
529400,4352.1,44.5,55.3,58.8,3,16.1,0.1,0.28,5.0,31.4,38.8,0,6487.9,1,0
529500,2950.3,27.4,33.3,47.2,4,4.0,0.07,0.01,-0.5,30.9,35.3,0,4577.5,0,0
529600,3869.0,49.0,44.1,71.6,5,15.3,0.28,0.23,1.4,31.7,39.1,0,6193.9,1,0
529700,6883.8,34.9,40.9,75.7,2,4.0,0.12,0.09,0.7,31.3,38.9,1,6122.7,1,0
529800,2074.4,20.0,20.8,33.2,4,6.6,0.05,0.09,-2.0,31.1,35.0,0,4361.3,0,0
529900,2745.6,27.6,39.2,37.1,3,4.1,0.18,0.02,6.6,31.0,35.6,0,4965.4,0,0
530000,4740.9,57.4,58.8,99.6,6,2.1,0.33,0.01,3.9,31.2,39.5,0,6481.4,1,0
530100,3622.6,35.4,41.9,48.9,3,8.6,0.09,0.18,1.0,31.0,36.0,0,4746.2,0,0
530200,5949.0,43.5,53.1,65.4,2,15.2,0.17,0.25,4.5,31.5,38.8,0,6437.8,1,0
530300,6524.8,66.9,67.7,88.1,3,39.2,0.3,0.6,3.5,32.3,43.1,0,8171.1,2,0
530400,4722.3,16.8,25.4,75.6,4,8.1,0.08,0.1,0.7,31.1,35.0,1,4536.1,0,0
530500,5741.1,64.0,55.8,48.8,1,3.2,0.23,0.08,1.3,31.6,40.1,0,6328.9,1,0
530600,4804.0,62.1,66.5,76.9,4,2.4,0.21,0.05,4.3,31.2,38.7,0,6590.2,1,0
530700,4512.6,11.4,15.0,83.5,5,3.8,0.06,0.05,-1.9,31.6,36.3,1,4296.1,0,0
530800,6858.5,80.9,87.2,126.9,5,15.8,0.4,0.28,4.7,31.7,43.1,0,8457.3,2,0
530900,5704.9,51.0,46.6,48.5,1,17.9,0.22,0.26,-0.1,32.0,43.3,0,7756.7,2,0
531000,4250.0,11.3,35.2,89.3,6,0.2,-0.02,0.03,4.3,30.9,35.1,0,4816.1,0,0
531100,5623.1,48.6,46.6,90.0,4,16.4,0.23,0.25,0.5,31.5,40.0,0,6181.7,1,0
531200,7740.6,84.1,75.1,85.1,2,5.7,0.4,0.09,1.3,31.6,42.6,0,8161.5,2,0
531300,5908.0,71.1,62.9,50.2,1,19.8,0.35,0.28,0.4,31.7,43.6,0,7973.4,2,0
531400,6665.4,45.8,37.8,73.3,2,0.4,0.34,0.0,-0.8,31.6,38.9,1,6016.3,1,0
531500,4718.7,41.6,46.2,87.3,5,9.2,0.13,0.12,-0.2,31.6,38.7,0,6146.7,1,0
531600,5301.9,36.6,45.0,45.1,1,14.6,0.1,0.22,3.9,30.7,35.5,1,4917.2,0,0
531700,6472.7,82.2,64.7,71.2,2,16.3,0.38,0.24,-5.3,32.1,43.5,0,7738.3,2,0
531800,3818.2,19.7,26.6,61.1,4,8.7,0.08,0.18,-2.6,31.4,35.4,0,4402.3,0,0
531900,4514.6,48.8,43.7,72.2,4,5.7,0.2,0.09,-1.3,31.2,40.2,0,6065.1,1,0
532000,4182.1,24.8,24.3,66.9,4,9.2,0.09,0.16,-2.2,30.7,36.0,0,4392.2,0,0
532100,3545.1,38.3,47.0,56.7,4,7.0,0.1,0.12,4.3,31.0,34.9,0,4956.0,0,0
532200,3690.4,25.3,30.4,31.4,1,5.6,0.06,0.1,3.6,30.9,35.9,0,4728.5,0,0
532300,8416.1,66.3,56.0,145.0,5,9.6,0.25,0.15,2.0,32.0,43.0,1,7960.5,2,0
532400,5128.6,16.0,15.0,56.4,2,7.0,0.1,0.16,-1.1,31.2,35.5,1,4330.7,0,0
532500,4744.1,32.5,46.3,75.9,4,8.7,0.09,0.1,3.8,31.6,38.8,0,6328.0,1,0
532600,4055.7,33.4,27.5,64.9,4,6.6,0.2,0.12,-3.5,31.1,35.4,0,4374.2,0,0
532700,3915.9,33.5,48.8,43.1,2,12.4,0.15,0.22,5.9,30.9,34.9,0,5049.2,0,0
532800,4048.6,32.0,30.8,85.0,6,16.4,0.24,0.25,-1.2,31.1,36.2,0,4514.6,0,0
532900,3973.6,33.3,28.4,53.6,3,8.3,0.15,0.16,-0.2,31.2,38.7,0,5933.4,1,0
533000,3802.0,31.1,35.7,32.3,1,9.6,0.14,0.15,-0.6,31.3,35.6,0,4603.1,0,0
533100,3034.3,29.1,24.3,56.1,5,5.0,0.09,0.03,-2.2,31.0,34.3,0,4393.7,0,0
533200,4526.3,23.8,39.7,72.4,4,10.2,0.07,0.17,5.3,31.0,34.9,0,4915.6,0,0
533300,4504.9,24.0,36.2,72.1,4,0.8,0.1,0.0,2.5,31.0,36.0,0,4745.1,0,0
533400,6301.8,77.4,74.2,85.1,3,18.9,0.29,0.29,3.5,32.0,43.7,0,8250.1,2,0
533500,7096.1,59.5,51.9,131.3,5,25.4,0.31,0.45,-2.6,31.9,42.8,0,7707.4,2,0
533600,3988.8,22.2,22.7,33.9,1,13.8,0.11,0.19,1.0,31.1,35.4,0,4514.9,0,0
533700,3129.5,43.4,57.5,34.4,2,11.2,0.16,0.21,1.8,31.3,39.3,0,6371.1,1,0
533800,7868.9,66.8,64.0,106.2,3,23.7,0.31,0.44,1.2,32.0,42.8,0,8020.6,2,0
533900,3093.4,37.7,37.1,26.3,1,10.1,0.16,0.24,-2.4,30.9,35.4,0,4537.2,0,0
534000,6400.3,91.0,87.8,102.4,4,13.4,0.43,0.28,3.2,31.7,42.3,0,8396.6,2,0
534100,4129.8,51.6,49.6,55.8,3,14.2,0.29,0.22,0.8,31.5,43.1,0,7831.2,2,0
534200,3333.0,23.4,24.4,36.7,2,8.7,0.17,0.15,-1.9,31.4,36.4,0,4408.3,0,0
534300,5153.0,17.9,20.3,43.8,1,9.5,0.05,0.14,-4.1,31.1,35.0,1,4257.5,0,0
534400,7110.6,61.3,58.1,113.8,4,11.1,0.3,0.22,2.0,31.5,43.2,0,7988.5,2,0
534500,5517.3,51.9,62.4,102.1,5,5.5,0.16,0.14,6.6,31.2,39.7,0,6646.9,1,0
534600,3326.3,13.9,18.6,44.9,3,11.2,0.17,0.16,-2.0,31.0,35.5,0,4332.1,0,0
534700,3473.9,34.0,34.2,55.6,4,7.1,0.19,0.16,0.9,31.0,34.4,0,4652.6,0,0
534800,4375.8,32.8,42.3,48.1,2,7.9,0.08,0.16,3.3,30.7,34.8,0,4854.5,0,0
534900,3179.5,48.0,34.4,50.9,4,4.2,0.32,0.11,-2.7,31.4,39.5,0,5893.0,1,0
535000,3658.4,28.0,33.4,31.1,1,12.3,0.03,0.2,-0.7,31.5,38.6,0,5969.7,1,0
535100,8040.3,81.6,74.5,108.5,3,17.1,0.34,0.24,-1.7,32.2,44.2,1,8019.7,2,0
535200,4305.2,31.4,42.5,68.9,4,0.3,0.09,0.0,3.0,31.2,35.4,0,4843.3,0,0
535300,5303.0,38.5,51.7,98.1,5,3.4,0.14,0.1,3.8,31.4,39.3,0,6392.2,1,0
535400,6035.5,52.5,47.9,81.5,3,11.1,0.28,0.2,0.9,31.4,39.9,0,6215.4,1,0
535500,3378.1,29.9,28.6,54.1,4,4.6,0.09,0.08,-1.6,30.8,35.6,0,4471.5,0,0
535600,3058.0,21.1,25.3,48.9,4,4.0,0.06,0.09,-0.6,31.2,35.7,0,4475.9,0,0
535700,8160.7,75.7,65.3,145.0,5,26.0,0.35,0.39,-1.1,31.7,42.5,1,7935.5,2,0
535800,5944.1,62.3,51.5,80.2,3,15.9,0.33,0.27,-1.9,31.8,43.6,0,7730.4,2,0
535900,5928.5,35.2,33.2,80.0,3,8.8,0.15,0.15,0.2,31.7,39.5,0,6009.1,1,0
536000,5137.2,37.0,48.1,95.0,5,18.3,0.16,0.27,1.9,31.5,39.2,0,6264.7,1,0
536100,4545.8,19.0,24.0,38.6,1,10.6,0.1,0.18,1.7,30.9,34.8,0,4565.9,0,0
536200,5062.5,63.6,65.2,55.7,2,9.0,0.31,0.13,0.5,31.2,39.8,0,6403.9,1,0
536300,5525.9,33.6,38.3,47.0,1,11.5,0.01,0.14,0.6,31.4,38.6,0,6088.6,1,0
536400,5289.1,51.2,49.7,97.8,5,19.4,0.25,0.35,0.3,31.2,39.9,0,6210.0,1,0
536500,6675.3,65.4,56.3,56.7,1,13.8,0.22,0.2,-2.7,31.6,43.4,0,7752.4,2,0
536600,3869.6,43.5,50.3,71.6,5,5.1,0.18,0.08,0.9,31.4,39.4,0,6244.4,1,0
536700,3215.6,11.7,15.0,43.4,3,4.2,0.04,0.11,-1.0,31.1,35.2,0,4336.8,0,0
536800,5852.4,51.7,45.0,49.7,1,0.4,0.28,0.0,-2.9,31.4,39.0,0,6011.3,1,0
536900,2686.5,33.5,38.3,36.3,3,7.8,0.05,0.18,1.4,31.0,35.0,0,4723.4,0,0
537000,2911.3,21.9,25.3,32.0,2,7.2,0.04,0.09,-1.0,31.2,34.6,0,4457.7,0,0
537100,3633.5,15.2,27.1,58.1,4,8.6,0.02,0.13,1.1,31.0,35.5,0,4573.5,0,0
537200,3865.6,10.9,20.4,61.8,4,1.8,0.01,0.06,2.6,31.0,34.9,0,4562.9,0,0
537300,4496.5,32.2,26.2,60.7,3,2.5,0.17,0.03,-1.9,31.5,39.5,0,5829.6,1,0
537400,3319.1,54.5,46.6,28.2,1,2.8,0.2,0.04,0.7,31.7,38.8,0,6192.5,1,0
537500,4708.2,63.2,46.5,75.3,4,8.6,0.33,0.18,-4.0,31.7,39.4,0,5977.1,1,0
537600,4063.0,40.4,50.8,75.2,5,8.8,0.15,0.16,4.3,31.6,39.5,0,6405.0,1,0
537700,4543.5,15.2,18.2,72.7,4,15.7,0.13,0.27,-2.9,30.8,35.2,1,4288.5,0,0
537800,7034.9,50.0,49.6,130.1,5,8.1,0.17,0.13,-0.8,32.2,44.6,0,7760.1,2,0
537900,4770.8,23.8,32.9,52.5,2,0.4,0.13,0.01,3.8,30.9,34.8,1,4768.2,0,0
538000,3836.0,28.7,29.7,71.0,5,1.5,0.12,0.0,-0.1,31.2,35.3,0,4552.8,0,0
538100,5717.5,50.9,50.3,77.2,3,9.6,0.2,0.16,-2.5,31.7,38.9,0,6091.6,1,0
538200,1894.1,16.4,30.5,16.1,1,7.2,0.12,0.16,2.3,31.1,35.5,0,4668.9,0,0
538300,3460.0,34.4,42.8,64.0,5,11.9,0.12,0.15,2.2,30.9,34.9,0,4814.3,0,0
538400,4058.5,31.8,24.6,75.1,5,13.9,0.18,0.25,-1.1,31.4,39.6,0,5846.2,1,0
538500,4832.7,38.7,45.4,77.3,4,8.9,0.15,0.15,-0.8,31.5,39.4,0,6107.8,1,0
538600,3282.3,13.7,18.8,36.1,2,7.3,0.04,0.09,-0.6,30.9,36.2,0,4399.7,0,0
538700,6911.9,94.7,81.7,76.0,2,19.3,0.48,0.25,-0.0,32.0,44.2,0,8179.6,2,0
538800,6075.3,61.3,50.1,82.0,3,2.1,0.34,0.06,-4.2,31.7,40.0,1,6011.1,1,0
538900,7030.7,94.2,81.4,130.1,5,13.2,0.41,0.25,0.0,31.4,43.6,0,8178.6,2,0
539000,3967.1,36.8,45.8,43.6,2,0.9,0.11,0.0,5.0,31.0,35.5,0,4972.9,0,0
539100,4032.7,54.2,48.1,74.6,5,5.1,0.09,0.07,-1.7,31.5,39.5,0,6098.8,1,0
539200,7322.7,75.2,67.2,80.5,2,22.1,0.34,0.38,-1.0,31.8,42.9,0,7963.5,2,0
539300,6422.4,62.2,55.7,118.8,5,2.0,0.36,0.08,-2.5,31.4,39.9,1,6157.2,1,0
539400,4795.7,33.6,43.7,88.7,5,6.1,0.21,0.14,2.0,31.5,40.2,0,6216.0,1,0
539500,2640.7,11.7,20.7,35.6,3,5.6,0.03,0.09,3.5,31.1,35.7,0,4606.3,0,0
539600,4216.9,22.5,30.9,56.9,3,10.0,0.16,0.18,3.5,30.9,34.7,0,4726.0,0,0
539700,4682.9,53.7,49.0,86.6,5,13.2,0.31,0.22,-2.6,31.6,39.3,0,6069.5,1,0
539800,2610.2,17.0,19.6,35.2,3,5.8,0.1,0.1,1.7,31.1,35.1,0,4514.0,0,0
539900,6593.0,81.4,79.0,105.5,4,8.3,0.31,0.18,4.1,32.1,43.3,0,8332.3,2,0
540000,3147.8,36.6,37.5,50.4,4,5.3,0.15,0.1,1.8,31.0,35.5,0,4729.6,0,0
540100,6260.9,55.8,57.1,68.9,2,7.2,0.2,0.18,1.7,32.0,44.1,0,7962.0,2,0
540200,5596.1,64.2,53.6,103.5,5,4.3,0.26,0.13,-0.7,31.9,42.6,0,7812.3,2,0
540300,3233.2,24.5,28.8,35.6,2,1.7,0.12,0.01,1.1,31.0,34.9,0,4593.4,0,0
540400,2879.1,22.3,32.0,53.3,5,0.2,0.11,0.0,3.6,31.0,34.9,0,4746.1,0,0
540500,7367.7,53.1,53.2,81.0,2,13.5,0.13,0.19,1.3,31.9,43.0,0,7897.7,2,0
540600,4928.8,91.6,77.8,78.9,4,6.7,0.42,0.12,-2.6,32.2,43.5,0,8016.3,2,0
540700,4400.4,11.3,21.4,48.4,2,1.6,-0.02,0.0,-0.6,31.3,35.8,0,4428.2,0,0
540800,3708.2,31.6,40.9,50.1,3,1.5,0.12,0.01,3.5,31.4,35.5,0,4848.9,0,0
540900,3683.3,31.1,31.3,49.7,3,5.1,0.1,0.07,1.3,31.5,39.1,0,6034.4,1,0
541000,4717.4,34.0,47.2,75.5,4,3.8,0.14,0.14,0.8,31.5,39.8,0,6202.6,1,0
541100,4886.4,10.6,16.0,78.2,4,7.7,0.1,0.11,-0.9,31.1,36.3,1,4352.5,0,0
541200,4273.3,35.8,44.2,79.1,5,4.3,0.15,0.01,3.5,31.8,39.3,0,6286.4,1,0
541300,3138.0,17.6,32.5,42.4,3,2.0,0.09,0.03,4.7,31.2,36.1,0,4799.8,0,0
541400,2761.8,23.4,35.6,44.2,4,4.7,0.15,0.05,3.7,30.8,35.7,0,4791.5,0,0
541500,4216.2,38.5,42.9,67.5,4,0.9,0.17,0.03,4.1,31.2,35.9,0,4899.5,0,0
541600,4268.6,24.0,29.1,47.0,2,12.1,0.03,0.2,-0.4,30.9,36.3,0,4530.9,0,0
541700,3983.4,12.4,25.2,53.8,3,13.7,-0.03,0.23,-0.8,30.7,35.7,0,4468.7,0,0
541800,5994.6,44.0,35.2,80.9,3,2.2,0.21,0.0,0.1,31.7,39.5,0,6027.2,1,0
541900,3241.6,12.6,20.7,43.8,3,9.3,0.13,0.15,0.6,31.3,35.4,0,4475.1,0,0
542000,3858.3,12.9,22.5,52.1,3,7.5,-0.05,0.16,4.1,31.3,36.2,0,4653.4,0,0
542100,3370.8,35.5,46.8,53.9,4,7.5,0.16,0.11,3.4,31.3,34.8,0,4914.8,0,0
542200,5337.2,75.5,74.5,58.7,2,28.3,0.35,0.45,1.8,31.6,43.5,0,8177.4,2,0
542300,3123.4,30.4,26.7,50.0,4,3.5,0.17,0.07,-3.1,31.0,35.9,0,4382.1,0,0
542400,3705.3,25.3,22.5,68.5,5,11.7,0.11,0.17,-3.7,31.0,35.9,0,4302.6,0,0
542500,6341.9,26.3,28.2,101.5,4,11.8,0.12,0.16,1.1,31.1,38.5,1,5988.2,1,0
542600,9200.0,75.8,62.3,145.0,4,18.7,0.37,0.38,2.7,32.1,43.6,1,8069.2,2,0
542700,3807.2,12.1,18.5,32.4,1,1.0,-0.01,0.04,0.3,30.8,35.3,0,4435.7,0,0
542800,5124.0,52.9,58.3,94.8,5,7.3,0.12,0.12,5.3,31.4,40.2,0,6538.0,1,0
542900,4883.5,56.1,48.3,53.7,2,5.0,0.37,0.12,-2.2,31.4,39.6,0,6080.1,1,0
543000,5604.8,58.1,35.9,89.7,4,6.7,0.29,0.12,-2.5,31.4,39.7,0,5917.6,1,0
543100,3585.0,29.8,23.4,75.3,6,7.6,0.09,0.15,-1.2,31.2,35.2,0,4428.1,0,0
543200,5376.8,46.5,36.7,86.0,4,6.4,0.28,0.12,-1.3,31.7,39.4,0,5983.4,1,0
543300,3887.6,24.5,32.0,62.2,4,11.9,0.07,0.23,1.8,31.2,36.2,0,4665.8,0,0
543400,6390.2,57.2,54.2,86.3,3,3.7,0.28,0.03,-0.6,31.8,40.6,1,6225.9,1,0
543500,5161.5,44.5,32.6,43.9,1,11.9,0.25,0.19,-3.4,31.8,40.0,0,5839.9,1,0
543600,4214.9,36.2,41.0,67.4,4,5.2,0.12,0.11,2.7,31.1,35.6,0,4814.6,0,0
543700,5531.3,59.7,45.4,47.0,1,28.2,0.33,0.45,-3.9,31.6,43.2,0,7569.7,2,0
543800,4049.0,38.8,43.3,64.8,4,11.5,0.15,0.16,-2.2,31.0,35.7,0,4621.3,0,0
543900,6051.3,70.0,54.6,51.4,1,22.5,0.39,0.36,-3.6,32.1,43.5,0,7694.8,2,0
544000,1654.0,43.4,42.7,30.6,5,4.1,0.25,0.07,1.0,31.5,39.2,0,6158.3,1,0
544100,4683.2,28.2,29.6,51.5,2,2.1,0.16,0.0,1.0,31.0,35.3,1,4599.0,0,0
544200,3588.1,32.4,36.2,48.4,3,9.4,0.0,0.2,5.3,31.1,36.7,0,4872.3,0,0
544300,8203.1,87.5,83.2,131.3,4,29.7,0.42,0.44,2.8,31.9,44.3,0,8323.6,2,0
544400,3460.7,26.5,36.2,46.7,3,7.5,0.15,0.16,4.1,31.3,36.2,0,4819.4,0,0
544500,4836.3,35.9,37.5,65.3,3,11.9,0.15,0.24,1.2,31.1,35.6,1,4705.5,0,0
544600,4773.5,26.3,26.9,64.4,3,3.5,0.04,0.03,-1.9,30.9,35.7,1,4435.7,0,0
544700,3943.5,39.3,34.7,53.2,3,7.7,0.18,0.15,0.8,31.6,40.4,0,6052.8,1,0
544800,7183.1,31.5,44.3,97.0,3,1.1,0.06,0.04,2.0,31.4,39.5,1,6220.4,1,0
544900,3181.1,14.4,17.6,42.9,3,8.8,0.06,0.14,2.3,30.8,35.0,0,4512.4,0,0
545000,3485.1,26.6,35.8,55.8,4,3.9,0.08,0.11,-0.7,30.6,35.1,0,4599.4,0,0
545100,3260.5,39.3,42.5,35.9,2,4.5,0.19,0.09,1.7,30.4,35.9,0,4787.9,0,0
545200,4521.2,33.6,30.4,94.9,6,9.1,0.02,0.16,-1.8,31.2,36.6,0,4481.9,0,0
545300,5434.9,32.4,33.2,73.4,3,20.1,0.21,0.38,-2.1,31.3,36.7,1,4503.6,0,0
545400,5561.4,46.5,39.4,61.2,2,6.8,0.26,0.14,-2.3,31.7,40.2,0,5969.3,1,0
545500,4973.2,20.4,30.1,67.1,3,1.7,0.01,0.03,0.6,31.2,35.9,1,4586.1,0,0
545600,4120.2,15.1,18.1,76.2,5,10.2,0.07,0.13,-2.4,31.3,36.5,0,4307.8,0,0
545700,4021.7,16.7,24.4,34.2,1,5.1,0.1,0.08,-0.6,31.3,35.8,0,4467.4,0,0
545800,8631.3,89.7,86.4,138.1,4,27.8,0.38,0.4,2.8,31.9,44.1,1,8360.6,2,0
545900,5032.7,74.6,61.5,67.9,3,17.6,0.36,0.32,-2.1,32.1,45.2,0,7845.1,2,0
546000,7391.3,65.1,61.3,81.3,2,14.5,0.2,0.23,-0.8,31.8,43.3,0,7901.4,2,0
546100,4537.6,18.1,26.8,83.9,5,8.7,-0.04,0.13,0.7,31.2,35.4,0,4552.7,0,0
546200,3872.4,12.8,26.9,52.3,3,4.1,-0.04,0.1,1.1,30.8,35.1,0,4573.2,0,0
546300,3938.5,20.1,22.2,43.3,2,3.6,0.06,0.06,-0.7,31.1,35.9,0,4433.2,0,0
546400,3757.3,18.8,34.0,69.5,5,11.8,0.14,0.24,2.5,31.2,36.1,0,4718.7,0,0
546500,7055.9,26.1,30.0,112.9,4,4.7,0.11,0.06,2.0,31.7,39.4,1,6049.5,1,0
546600,4796.4,56.8,50.6,88.7,5,9.2,0.16,0.14,3.3,31.5,39.9,0,6357.7,1,0
546700,6516.6,68.9,56.7,104.3,4,13.1,0.34,0.24,0.3,32.0,43.9,0,7894.2,2,0
546800,9163.7,69.3,59.2,145.0,4,19.6,0.35,0.39,-0.8,31.8,44.1,1,7875.6,2,0
546900,3417.1,20.0,23.9,63.2,5,15.7,0.04,0.26,-1.2,31.0,35.4,0,4432.6,0,0
547000,5548.7,32.8,36.9,47.2,1,10.4,0.14,0.14,1.3,31.6,39.7,0,6100.2,1,0
547100,4560.2,28.8,33.9,73.0,4,2.2,0.18,0.0,-0.4,31.3,35.9,0,4587.2,0,0
547200,3490.1,20.1,18.6,55.8,4,11.1,0.08,0.21,-0.9,31.0,35.4,0,4382.0,0,0
547300,4856.7,27.9,36.7,41.3,1,7.0,0.08,0.09,-0.6,31.6,39.3,0,6013.0,1,0
547400,4713.3,27.9,34.1,63.6,3,9.2,0.08,0.16,-1.2,30.9,36.2,1,4554.7,0,0
547500,3843.0,10.3,23.2,32.7,1,5.3,0.04,0.05,1.0,31.1,35.4,0,4523.7,0,0
547600,4029.0,12.1,18.7,64.5,4,5.0,0.02,0.14,-3.0,30.8,35.9,0,4287.4,0,0
547700,5103.4,27.4,26.6,68.9,3,8.2,0.13,0.09,1.3,31.3,38.8,0,5975.7,1,0
547800,6736.6,46.5,51.6,141.5,6,16.4,0.15,0.21,2.2,31.4,39.9,0,6317.6,1,0
